event_time,trip_id,stop_sequence,ron,fon,roff,foff
2019-09-04 03:21:29,910996030,13,0,0,0,0
2019-09-04 04:15:21,911001030,43,0,1,0,0
2019-09-04 04:16:05,911001030,44,0,0,0,0
2019-09-04 04:16:17,911001030,45,0,0,0,0
2019-09-04 04:09:03,911001030,30,0,0,0,0
2019-09-04 04:09:21,911001030,31,0,0,0,0
2019-09-04 04:09:49,911001030,32,0,0,0,0
2019-09-04 04:10:13,911001030,33,0,0,0,0
2019-09-04 04:10:24,911001030,34,0,0,0,0
2019-09-04 04:10:39,911001030,35,0,0,0,0
2019-09-04 04:11:04,911001030,36,0,0,0,0
2019-09-04 04:15:04,911001030,43,0,0,0,0
2019-09-04 05:38:43,911000030,4,0,0,0,0
2019-09-04 05:38:53,911000030,5,0,0,0,0
2019-09-04 05:39:44,911000030,6,0,1,0,0
2019-09-04 05:40:00,911000030,7,0,0,0,0
2019-09-04 05:40:16,911000030,8,0,1,0,0
2019-09-04 05:40:45,911000030,9,0,1,0,0
2019-09-04 05:41:13,911000030,10,0,0,0,0
2019-09-04 06:53:38,911003030,22,0,0,1,2
2019-09-04 06:54:20,911003030,23,0,2,0,0
2019-09-04 06:55:03,911003030,24,0,0,0,0
2019-09-04 06:46:19,911003030,13,0,0,0,0
2019-09-04 06:47:19,911003030,14,0,0,0,0
2019-09-04 05:21:12,911002030,61,0,0,0,0
2019-09-04 07:45:24,911004030,17,0,2,0,0
2019-09-04 09:17:40,911005030,24,0,2,0,0
2019-09-04 09:17:52,911005030,24,0,0,0,0
2019-09-04 00:27:52,911009030,36,0,0,0,0
2019-09-04 00:28:18,911009030,37,0,0,0,0
2019-09-04 00:29:00,911009030,38,0,0,0,0
2019-09-04 00:29:36,911009030,39,0,2,0,0
2019-09-04 00:30:29,911009030,40,0,0,0,1
2019-09-04 00:31:05,911009030,41,0,0,1,2
2019-09-04 02:28:51,911011030,5,0,0,0,0
2019-09-04 02:29:13,911011030,6,0,1,0,0
2019-09-04 02:29:29,911011030,7,0,0,0,0
2019-09-04 02:29:38,911011030,8,0,0,0,0
2019-09-04 02:29:51,911011030,9,0,0,0,0
2019-09-04 00:24:25,911009030,28,0,0,0,0
2019-09-04 01:31:46,911010030,61,0,0,0,0
2019-09-04 01:31:42,911010030,62,0,0,0,0
2019-09-04 01:33:05,911010030,61,0,0,1,0
2019-09-04 01:33:06,911010030,61,0,0,0,0
2019-09-04 01:33:10,911010030,61,0,0,0,0
2019-09-04 01:33:26,911010030,61,0,0,0,1
2019-09-04 03:27:36,910996030,25,0,1,0,1
2019-09-04 03:28:40,910996030,26,0,0,0,0
2019-09-04 03:29:03,910996030,27,0,0,0,0
2019-09-04 03:29:14,910996030,28,0,0,0,0
2019-09-04 00:24:45,911009030,29,0,0,0,0
2019-09-04 00:25:15,911009030,30,0,0,1,0
2019-09-04 00:25:49,911009030,30,0,0,0,0
2019-09-04 00:26:14,911009030,31,0,0,0,0
2019-09-04 00:26:42,911009030,32,0,0,0,0
2019-09-04 00:27:04,911009030,33,0,0,0,0
2019-09-04 00:27:15,911009030,34,0,0,0,0
2019-09-04 05:37:23,911002030,62,0,0,1,0
2019-09-04 05:37:42,911000030,1,1,3,0,0
2019-09-04 05:37:56,911000030,2,0,1,0,0
2019-09-04 05:38:24,911000030,3,0,0,0,0
2019-09-04 06:49:03,911003030,17,0,0,0,0
2019-09-04 06:50:08,911003030,18,0,1,0,0
2019-09-04 06:51:03,911003030,19,0,9,2,0
2019-09-04 06:52:27,911003030,20,0,1,0,0
2019-09-04 06:53:04,911003030,21,0,0,0,0
2019-09-04 08:09:56,911004030,41,0,0,0,0
2019-09-04 08:10:13,911004030,42,0,0,0,0
2019-09-04 08:10:33,911004030,42,0,1,0,0
2019-09-04 08:11:08,911004030,43,0,0,0,0
2019-09-04 09:26:17,911005030,35,0,0,0,0
2019-09-04 02:30:18,911011030,10,0,0,0,0
2019-09-04 04:25:26,911001030,59,0,0,0,0
2019-09-04 04:25:41,911001030,59,0,0,1,0
2019-09-04 05:50:14,911000030,24,0,1,1,0
2019-09-04 05:51:06,911000030,25,0,0,0,1
2019-09-04 05:51:42,911000030,26,0,0,0,0
2019-09-04 05:52:25,911000030,27,0,4,0,1
2019-09-04 05:53:14,911000030,28,0,0,0,0
2019-09-04 05:53:36,911000030,29,0,1,1,0
2019-09-04 01:08:38,911010030,17,0,0,0,0
2019-09-04 01:08:58,911010030,18,0,0,0,0
2019-09-04 04:02:09,911001030,17,0,0,0,0
2019-09-04 05:08:42,911002030,42,0,0,0,0
2019-09-04 05:09:23,911002030,43,0,0,0,0
2019-09-04 01:09:47,911010030,19,0,0,0,0
2019-09-04 01:10:03,911010030,20,0,0,0,0
2019-09-04 01:10:18,911010030,21,0,0,0,0
2019-09-04 01:10:41,911010030,22,0,0,0,0
2019-09-04 02:50:03,911011030,50,0,0,0,0
2019-09-04 02:50:30,911011030,51,0,0,0,0
2019-09-04 02:51:00,911011030,52,0,0,0,0
2019-09-04 02:51:26,911011030,53,0,0,0,0
2019-09-04 02:52:03,911011030,53,0,0,1,0
2019-09-04 02:52:27,911011030,54,0,0,0,0
2019-09-04 02:52:45,911011030,55,0,0,0,0
2019-09-04 02:53:04,911011030,55,0,1,0,0
2019-09-04 05:09:40,911002030,44,0,0,0,0
2019-09-04 05:10:25,911002030,45,0,0,0,0
