event_time,trip_id,stop_sequence,ron,fon,roff,foff
2019-09-04 08:40:05,911369020,55,0,0,0,0
2019-09-04 08:40:18,911369020,56,0,0,0,0
2019-09-04 15:29:28,911392020,10,0,0,0,0
2019-09-04 15:29:53,911392020,11,0,0,0,0
2019-09-04 15:30:07,911392020,12,0,0,0,0
2019-09-04 15:31:14,911392020,13,0,0,1,0
2019-09-04 15:31:50,911392020,14,0,0,0,0
2019-09-04 16:52:57,911389020,2,0,1,0,0
2019-09-04 16:53:18,911389020,3,0,1,0,0
2019-09-04 16:54:11,911389020,4,0,2,0,0
2019-09-04 16:56:37,911389020,5,0,8,0,0
2019-09-04 17:34:34,911389020,38,0,0,0,0
2019-09-04 17:35:31,911389020,39,0,1,0,0
2019-09-04 17:37:16,911389020,40,0,0,0,1
2019-09-04 16:18:19,911394020,45,0,0,1,0
2019-09-04 09:55:26,911370020,62,0,0,0,0
2019-09-04 09:56:32,911370020,62,0,0,0,2
2019-09-04 09:56:52,911370020,63,0,0,0,0
2019-09-04 07:12:11,911364020,33,0,0,0,0
2019-09-04 07:12:22,911364020,34,0,0,0,0
2019-09-04 07:12:33,911364020,34,0,3,0,0
2019-09-04 07:13:07,911364020,35,0,0,0,0
2019-09-04 07:13:30,911364020,36,0,0,0,0
2019-09-04 07:13:41,911364020,36,0,0,1,0
2019-09-04 07:14:31,911364020,37,0,0,0,0
2019-09-04 08:34:14,911369020,45,0,3,0,1
2019-09-04 08:35:09,911369020,46,0,0,0,0
2019-09-04 08:35:31,911369020,47,0,1,0,0
2019-09-04 08:35:59,911369020,48,0,0,0,0
2019-09-04 08:36:29,911369020,49,0,0,1,0
2019-09-04 08:36:59,911369020,50,0,0,0,0
2019-09-04 08:37:06,911369020,50,0,0,1,0
2019-09-04 08:37:16,911369020,50,0,0,0,0
2019-09-04 07:02:03,911364020,21,0,0,0,0
2019-09-04 07:02:25,911364020,22,0,1,0,1
2019-09-04 07:03:31,911364020,23,0,0,0,0
2019-09-04 07:03:42,911364020,23,0,2,0,0
2019-09-04 07:04:58,911364020,24,0,5,0,0
2019-09-04 07:06:02,911364020,25,0,0,0,0
2019-09-04 07:06:31,911364020,26,0,0,0,0
2019-09-04 08:25:25,911369020,33,0,1,0,0
2019-09-04 08:26:36,911369020,34,0,0,0,2
2019-09-04 08:27:00,911369020,35,0,0,0,0
2019-09-04 08:27:41,911369020,36,0,0,2,1
2019-09-04 16:19:56,911394020,46,0,0,0,0
2019-09-04 16:20:28,911394020,47,0,0,0,0
2019-09-04 16:20:49,911394020,48,0,0,0,0
2019-09-04 16:21:14,911394020,48,0,1,0,0
2019-09-04 16:21:36,911394020,49,0,0,0,0
2019-09-04 16:22:15,911394020,49,0,1,0,0
2019-09-04 16:22:48,911394020,50,0,0,0,0
2019-09-04 17:49:45,911389020,55,0,0,0,0
2019-09-04 17:50:21,911389020,56,0,0,0,0
2019-09-04 17:50:53,911389020,57,0,0,3,3
2019-09-04 17:52:14,911389020,58,0,0,0,0
2019-09-04 17:52:38,911389020,59,0,0,0,0
2019-09-04 17:53:06,911389020,60,0,0,0,0
2019-09-04 18:31:57,911940020,36,0,4,2,2
2019-09-04 18:33:58,911940020,37,0,0,1,0
2019-09-04 18:34:29,911940020,38,0,0,0,0
2019-09-04 18:25:17,911940020,26,0,0,0,0
2019-09-04 18:25:35,911940020,26,0,0,2,2
2019-09-04 18:26:11,911940020,27,0,0,0,0
2019-09-04 18:55:17,911941020,5,0,0,0,0
2019-09-04 18:55:51,911941020,6,0,0,0,0
2019-09-04 18:55:58,911941020,7,0,0,0,0
2019-09-04 18:56:13,911941020,8,0,0,0,0
2019-09-04 18:56:29,911941020,9,0,0,0,0
2019-09-04 18:56:51,911941020,10,0,0,0,1
2019-09-04 18:57:50,911941020,11,0,4,0,0
2019-09-04 16:32:03,911394020,57,0,1,2,0
2019-09-04 16:34:52,911394020,58,0,3,0,0
2019-09-04 16:37:09,911394020,59,0,3,0,0
2019-09-04 18:08:08,911391020,2,0,1,1,0
2019-09-04 18:08:47,911391020,3,0,1,0,0
2019-09-04 18:09:37,911391020,4,0,0,0,0
2019-09-04 18:09:50,911391020,5,0,0,0,0
2019-09-04 18:10:31,911391020,6,0,0,2,1
2019-09-04 18:38:31,911940020,41,0,1,1,2
2019-09-04 18:39:23,911940020,42,0,0,0,0
2019-09-04 18:40:13,911940020,43,0,0,0,1
2019-09-04 18:40:49,911940020,44,0,0,0,0
2019-09-04 18:41:04,911940020,45,0,0,0,0
2019-09-04 18:41:44,911940020,46,0,0,0,0
2019-09-04 17:53:25,911389020,61,0,0,0,0
2019-09-04 19:16:30,911224020,1,0,0,0,0
2019-09-04 19:17:00,911224020,2,0,2,0,0
2019-09-04 15:36:19,911392020,22,0,0,1,0
2019-09-04 18:18:31,911940020,17,0,0,0,0
2019-09-04 18:20:05,911940020,18,0,2,0,1
2019-09-04 18:21:18,911940020,19,0,1,1,2
2019-09-04 17:39:03,911389020,41,0,2,0,0
2019-09-04 17:39:48,911389020,42,0,0,0,0
2019-09-04 19:00:17,911391020,59,0,0,0,0
2019-09-04 19:01:15,911391020,60,0,0,1,3
2019-09-04 19:01:41,911391020,60,0,0,0,0
2019-09-04 19:02:55,911391020,61,0,0,4,3
2019-09-04 18:27:21,911940020,31,0,3,0,0
2019-09-04 18:27:47,911940020,32,0,0,0,0
2019-09-04 18:28:02,911940020,32,0,1,0,0
2019-09-04 18:28:23,911940020,33,0,0,0,0
2019-09-04 18:28:37,911940020,33,0,4,1,0
2019-09-04 18:29:32,911940020,34,0,0,0,0
2019-09-04 18:30:02,911940020,34,0,3,0,0
2019-09-04 18:30:18,911940020,34,0,0,0,0
2019-09-04 18:59:21,911941020,12,0,1,0,0
2019-09-04 18:59:59,911941020,13,0,2,0,0
2019-09-04 19:01:03,911941020,14,0,0,0,1
2019-09-04 19:01:33,911941020,15,0,0,0,0
2019-09-04 19:01:56,911941020,16,0,0,0,0
2019-09-04 19:02:21,911941020,17,0,0,0,0
2019-09-04 15:23:20,911392020,2,0,2,0,0
2019-09-04 20:24:47,911312020,6,0,0,0,0
2019-09-04 19:12:17,911391020,67,0,0,0,0
2019-09-04 19:12:40,911391020,67,0,0,0,0
2019-09-04 15:49:30,911394020,13,0,4,4,0
2019-09-04 15:50:34,911394020,14,0,1,0,1
2019-09-04 15:51:09,911394020,15,0,1,0,0
2019-09-04 17:19:14,911389020,22,0,2,0,0
2019-09-04 17:20:11,911389020,23,0,0,0,0
2019-09-04 17:20:49,911389020,24,0,0,1,1
2019-09-04 17:21:22,911389020,24,0,1,0,0
2019-09-04 17:21:52,911389020,25,0,0,0,0
2019-09-04 17:22:05,911389020,25,0,0,2,2
2019-09-04 17:22:55,911389020,26,0,0,0,0
2019-09-04 17:23:25,911389020,26,0,3,1,2
2019-09-04 18:41:50,911391020,44,0,0,0,0
2019-09-04 18:42:05,911391020,45,0,1,3,3
2019-09-04 18:43:59,911391020,46,0,0,1,0
2019-09-04 18:45:47,911391020,47,0,2,0,0
2019-09-04 15:40:00,911589020,66,0,0,0,0
2019-09-04 15:45:12,911589020,67,0,0,0,1
2019-09-04 15:45:49,911590020,1,0,2,0,0
2019-09-04 15:46:40,911590020,2,0,0,0,0
2019-09-04 17:01:28,911591020,22,0,0,3,1
2019-09-04 20:24:57,911312020,7,0,0,0,0
2019-09-04 20:25:11,911312020,8,0,0,0,0
2019-09-04 20:25:32,911312020,9,0,0,0,0
2019-09-04 20:26:02,911312020,10,0,0,0,0
2019-09-04 20:26:33,911312020,11,0,0,0,0
2019-09-04 20:27:06,911312020,12,0,0,0,0
2019-09-04 17:53:59,911389020,62,0,0,0,4
2019-09-04 17:54:57,911389020,63,0,0,1,0
2019-09-04 17:58:57,911391020,1,1,13,0,0
2019-09-04 19:22:43,911224020,5,0,10,0,1
2019-09-04 18:10:53,911391020,7,0,0,0,0
2019-09-04 18:11:13,911391020,8,0,0,0,1
2019-09-04 19:28:38,911224020,8,0,0,0,0
2019-09-04 19:29:09,911224020,9,0,0,3,0
2019-09-04 19:31:00,911224020,10,1,6,3,0
2019-09-04 19:43:21,911224020,23,0,1,0,0
2019-09-04 19:44:04,911224020,24,0,0,0,0
2019-09-04 19:44:20,911224020,24,0,1,0,2
2019-09-04 19:44:27,911224020,24,0,0,0,0
2019-09-04 19:44:57,911224020,25,0,0,0,0
2019-09-04 19:45:22,911224020,26,0,6,2,1
2019-09-04 19:47:07,911224020,27,0,0,0,0
2019-09-04 19:47:30,911224020,28,0,0,0,0
2019-09-04 19:47:47,911224020,29,0,0,0,0
2019-09-04 10:33:38,911371020,39,0,0,0,5
2019-09-04 15:59:04,911394020,24,0,0,1,0
2019-09-04 16:00:02,911394020,25,0,0,0,0
2019-09-04 16:00:39,911394020,26,0,0,0,0
2019-09-04 16:14:51,911394020,41,0,0,0,0
2019-09-04 16:15:12,911394020,42,0,0,0,0
2019-09-04 16:15:38,911394020,42,0,1,0,0
2019-09-04 16:16:23,911394020,43,0,0,0,0
2019-09-04 16:17:01,911394020,44,0,0,0,2
2019-09-04 16:18:10,911394020,45,0,0,0,0
2019-09-04 17:44:54,911389020,49,0,1,2,3
2019-09-04 17:46:03,911389020,50,0,0,2,0
2019-09-04 17:46:56,911389020,50,0,0,1,0
2019-09-04 17:47:13,911389020,51,0,0,0,0
2019-09-04 17:47:29,911389020,52,0,0,0,0
2019-09-04 17:48:38,911389020,53,0,2,0,0
2019-09-04 17:49:26,911389020,54,0,0,0,0
2019-09-04 06:58:44,911364020,15,0,0,0,0
2019-09-04 06:59:04,911364020,16,0,0,0,0
2019-09-04 06:44:02,911367020,20,0,0,0,0
2019-09-04 06:44:14,911367020,21,0,0,0,0
2019-09-04 06:44:40,911367020,22,0,0,1,2
2019-09-04 07:31:51,911364020,56,0,0,1,1
2019-09-04 07:32:32,911364020,57,0,4,1,1
2019-09-04 07:34:57,911364020,58,0,0,1,3
2019-09-04 08:56:19,911370020,5,0,0,0,0
2019-09-04 08:56:58,911370020,6,0,0,2,0
2019-09-04 08:57:32,911370020,7,0,0,0,0
2019-09-04 08:57:50,911370020,8,0,1,0,0
2019-09-04 08:58:44,911370020,9,0,1,0,0
2019-09-04 08:59:23,911370020,10,0,1,0,0
2019-09-04 09:00:10,911370020,11,0,2,0,0
2019-09-04 09:33:57,911370020,45,0,1,0,0
2019-09-04 06:32:09,911367020,1,0,1,0,0
2019-09-04 06:32:46,911367020,2,0,0,0,0
2019-09-04 06:33:15,911367020,3,0,0,0,0
2019-09-04 08:28:11,911369020,37,0,0,0,0
2019-09-04 08:28:27,911369020,38,0,0,0,0
2019-09-04 10:23:28,911371020,29,0,0,1,0
2019-09-04 18:44:36,911940020,50,0,0,0,1
2019-09-04 19:05:02,911941020,22,0,0,0,0
2019-09-04 20:21:49,911312020,1,0,2,0,1
2019-09-04 20:23:12,911312020,2,0,0,0,0
2019-09-04 06:33:53,911367020,4,0,0,0,0
2019-09-04 06:34:14,911367020,5,0,0,0,0
2019-09-04 06:35:02,911367020,6,0,0,1,0
2019-09-04 09:34:58,911370020,46,0,0,0,0
2019-09-04 09:35:24,911370020,47,0,0,0,0
2019-09-04 09:35:41,911370020,47,0,0,1,0
2019-09-04 09:35:58,911370020,48,0,0,0,0
2019-09-04 09:36:17,911370020,48,0,0,0,1
2019-09-04 06:45:55,911367020,23,0,0,0,1
2019-09-04 06:49:39,911364020,1,0,1,0,0
2019-09-04 06:50:11,911364020,2,0,0,0,0
2019-09-04 06:50:24,911364020,3,0,0,0,0
2019-09-04 06:50:39,911364020,4,0,0,0,0
2019-09-04 06:50:58,911364020,5,0,1,0,0
2019-09-04 06:52:32,911364020,6,0,2,0,0
2019-09-04 06:53:00,911364020,7,0,0,0,0
2019-09-04 06:53:25,911364020,8,0,0,0,0
2019-09-04 08:14:11,911369020,16,0,0,1,0
2019-09-04 08:14:41,911369020,17,0,2,0,0
2019-09-04 10:23:48,911371020,30,0,0,0,0
2019-09-04 08:43:01,911369020,61,0,0,0,0
2019-09-04 07:07:13,911364020,27,0,0,2,1
2019-09-04 07:07:47,911364020,28,0,0,0,0
2019-09-04 07:08:15,911364020,29,0,0,0,1
2019-09-04 07:09:08,911364020,30,0,0,0,0
2019-09-04 07:09:30,911364020,30,0,0,1,0
2019-09-04 07:10:11,911364020,31,0,0,0,0
2019-09-04 08:29:30,911369020,39,0,0,1,0
2019-09-04 08:30:06,911369020,40,0,0,0,0
2019-09-04 08:30:46,911369020,41,0,2,0,0
2019-09-04 08:31:39,911369020,42,0,0,0,0
2019-09-04 08:32:25,911369020,43,0,1,0,1
2019-09-04 06:53:54,911364020,9,0,0,0,0
2019-09-04 06:54:26,911364020,10,0,0,0,0
2019-09-04 06:55:10,911364020,11,0,1,0,0
2019-09-04 06:55:42,911364020,12,0,0,0,0
2019-09-04 06:56:17,911364020,13,0,5,0,1
2019-09-04 06:57:52,911364020,14,0,7,0,0
2019-09-04 08:19:26,911369020,22,0,0,0,1
2019-09-04 08:19:59,911369020,23,0,1,0,1
2019-09-04 08:33:18,911369020,44,0,1,0,2
2019-09-04 10:27:35,911371020,34,0,1,0,0
2019-09-04 10:27:52,911371020,34,0,0,0,0
2019-09-04 10:28:24,911371020,35,0,0,0,0
2019-09-04 10:28:47,911371020,36,0,1,0,0
2019-09-04 10:30:50,911371020,37,0,0,1,3
2019-09-04 10:31:26,911371020,38,0,0,0,1
2019-09-04 14:30:33,911588020,15,0,0,0,1
2019-09-04 14:31:09,911588020,16,0,0,0,1
2019-09-04 14:31:48,911588020,17,0,0,5,5
2019-09-04 14:32:53,911588020,18,0,0,1,0
2019-09-04 14:33:17,911588020,19,0,0,0,0
2019-09-04 14:33:35,911588020,20,0,0,0,0
2019-09-04 14:33:54,911588020,21,0,0,0,0
2019-09-04 16:04:58,911590020,16,0,0,0,0
2019-09-04 16:05:47,911590020,17,0,0,0,0
2019-09-04 16:06:45,911590020,18,0,3,1,0
2019-09-04 16:08:03,911590020,19,0,1,0,0
2019-09-04 16:09:25,911590020,20,0,0,1,2
2019-09-04 16:10:29,911590020,21,0,0,0,0
2019-09-04 16:03:14,911590020,14,0,0,0,1
2019-09-04 16:03:55,911590020,15,0,0,0,1
2019-09-04 14:20:23,911588020,3,0,2,0,0
2019-09-04 14:21:10,911588020,4,0,19,0,0
2019-09-04 14:23:02,911588020,5,0,1,0,0
2019-09-04 14:23:58,911588020,6,0,0,0,0
2019-09-04 14:24:23,911588020,7,0,2,0,0
2019-09-04 14:25:02,911588020,8,0,0,0,0
2019-09-04 14:25:35,911588020,9,0,2,2,1
2019-09-04 15:54:57,911590020,7,0,3,1,0
2019-09-04 15:55:44,911590020,7,0,0,0,1
2019-09-04 15:56:37,911590020,8,0,1,1,0
2019-09-04 15:57:38,911590020,9,0,1,0,1
2019-09-04 15:30:31,911589020,60,0,0,1,1
2019-09-04 15:33:14,911589020,61,0,0,2,0
2019-09-04 15:58:53,911590020,9,0,0,1,0
2019-09-04 15:59:22,911590020,10,0,0,0,0
2019-09-04 15:36:13,911589020,61,0,0,2,0
2019-09-04 15:36:26,911589020,62,0,0,0,0
2019-09-04 15:37:15,911589020,63,0,0,0,0
2019-09-04 15:38:19,911589020,64,0,0,0,0
2019-09-04 15:39:09,911589020,65,0,0,0,0
2019-09-04 10:14:55,911371020,15,0,0,0,0
2019-09-04 10:15:47,911371020,16,0,1,0,1
2019-09-04 10:16:38,911371020,17,0,0,0,0
2019-09-04 09:04:55,911370020,16,0,0,0,0
2019-09-04 09:05:22,911370020,17,0,0,0,0
2019-09-04 09:36:44,911370020,49,0,0,0,0
2019-09-04 09:37:03,911370020,49,0,1,0,0
2019-09-04 09:37:28,911370020,50,0,0,0,0
2019-09-04 07:57:52,911369020,4,0,1,0,0
2019-09-04 07:58:35,911369020,5,0,12,0,2
2019-09-04 08:01:26,911369020,6,0,0,0,0
2019-09-04 09:15:30,911370020,29,0,0,1,1
2019-09-04 09:16:49,911370020,30,0,2,0,0
2019-09-04 09:17:59,911370020,31,0,0,0,0
2019-09-04 09:18:33,911370020,32,0,0,1,0
2019-09-04 09:19:11,911370020,33,0,0,0,0
2019-09-04 09:19:30,911370020,34,0,0,0,0
2019-09-04 09:19:48,911370020,35,0,0,0,0
2019-09-04 09:53:01,911370020,60,0,1,4,1
2019-09-04 09:53:28,911370020,61,0,0,0,0
2019-09-04 09:53:40,911370020,61,0,0,1,1
2019-09-04 09:38:34,911370020,51,0,0,0,0
2019-09-04 09:39:30,911370020,52,0,0,0,0
2019-09-04 09:40:09,911370020,53,0,0,0,0
2019-09-04 09:41:13,911370020,54,0,0,0,0
2019-09-04 07:20:33,911364020,43,0,0,0,0
2019-09-04 07:21:17,911364020,44,0,0,0,0
2019-09-04 07:21:27,911364020,45,0,0,0,0
2019-09-04 07:21:42,911364020,45,1,2,6,4
2019-09-04 07:22:14,911364020,46,0,0,0,0
2019-09-04 07:23:24,911364020,47,0,1,0,0
2019-09-04 07:23:47,911364020,48,0,0,0,0
2019-09-04 08:40:37,911369020,56,0,1,1,1
2019-09-04 08:41:33,911369020,57,0,0,0,0
2019-09-04 08:41:51,911369020,57,0,0,0,1
2019-09-04 08:41:59,911369020,58,0,0,0,0
2019-09-04 08:42:10,911369020,59,0,0,0,0
2019-09-04 08:42:47,911369020,60,0,0,0,0
2019-09-04 17:14:28,911389020,16,0,0,0,0
2019-09-04 17:15:07,911389020,17,0,0,0,0
2019-09-04 17:15:38,911389020,18,0,1,2,0
2019-09-04 17:16:36,911389020,19,0,3,0,0
2019-09-04 17:17:57,911389020,20,0,0,0,0
2019-09-04 17:18:33,911389020,21,0,0,0,0
2019-09-04 18:37:43,911391020,38,0,0,0,0
2019-09-04 18:56:56,911391020,57,0,1,2,0
2019-09-04 18:59:21,911391020,58,0,0,0,0
2019-09-04 20:27:46,911312020,13,0,0,0,0
2019-09-04 20:29:20,911312020,14,0,2,0,0
2019-09-04 20:29:58,911312020,15,0,0,0,0
2019-09-04 20:30:20,911312020,16,0,0,0,0
2019-09-04 20:31:06,911312020,17,0,0,0,0
2019-09-04 20:31:31,911312020,18,0,0,0,0
2019-09-04 20:00:55,911224020,46,0,0,1,0
2019-09-04 07:11:03,911364020,32,0,0,0,1
2019-09-04 07:11:41,911364020,32,0,0,0,1
2019-09-04 07:11:54,911364020,32,0,0,0,0
2019-09-04 20:01:29,911224020,47,0,0,0,2
2019-09-04 20:01:56,911224020,48,0,0,0,0
2019-09-04 20:02:27,911224020,49,0,11,2,1
2019-09-04 20:04:06,911224020,50,0,0,1,0
2019-09-04 20:05:07,911224020,51,0,0,0,0
2019-09-04 19:56:27,911224020,41,0,2,1,1
2019-09-04 19:57:20,911224020,42,0,0,2,0
2019-09-04 19:58:09,911224020,43,0,1,5,0
2019-09-04 19:58:55,911224020,44,0,2,0,0
2019-09-04 20:00:05,911224020,45,0,3,4,0
2019-09-04 18:34:08,911391020,34,0,0,0,0
2019-09-04 18:34:20,911391020,35,0,0,0,0
2019-09-04 18:34:42,911391020,36,0,0,0,0
2019-09-04 18:34:51,911391020,36,0,1,0,0
2019-09-04 18:35:02,911391020,36,0,0,0,0
2019-09-04 18:36:39,911391020,37,0,6,1,6
2019-09-04 16:30:25,911394020,56,0,0,3,0
2019-09-04 15:24:12,911392020,3,0,2,0,0
2019-09-04 15:25:04,911392020,4,0,3,1,0
2019-09-04 15:25:50,911392020,5,0,0,0,0
2019-09-04 15:26:06,911392020,6,0,0,0,0
2019-09-04 18:38:18,911391020,39,0,0,0,0
2019-09-04 18:38:39,911391020,40,0,1,0,1
2019-09-04 18:39:12,911391020,41,0,1,1,0
2019-09-04 18:40:20,911391020,41,0,2,0,0
2019-09-04 18:40:29,911391020,42,0,0,0,0
2019-09-04 18:41:03,911391020,43,0,0,2,0
2019-09-04 06:42:35,911367020,17,0,2,0,2
2019-09-04 06:43:42,911367020,18,0,0,0,0
2019-09-04 06:43:53,911367020,19,0,0,0,0
2019-09-04 08:03:15,911369020,7,0,0,0,4
2019-09-04 08:20:38,911369020,24,0,0,0,0
2019-09-04 08:21:05,911369020,25,0,0,0,0
2019-09-04 08:21:23,911369020,25,0,1,1,0
2019-09-04 08:21:30,911369020,25,0,0,0,0
2019-09-04 08:21:53,911369020,26,0,2,1,2
2019-09-04 10:16:59,911371020,18,0,0,0,0
2019-09-04 10:17:15,911371020,19,0,0,0,0
2019-09-04 10:17:27,911371020,20,0,0,0,0
2019-09-04 10:17:44,911371020,21,0,0,0,0
2019-09-04 10:18:07,911371020,22,0,0,0,0
2019-09-04 10:18:24,911371020,23,0,0,0,0
2019-09-04 10:18:36,911371020,24,0,0,0,0
2019-09-04 15:26:23,911392020,7,0,0,0,0
2019-09-04 15:26:48,911392020,8,0,0,0,0
2019-09-04 16:47:21,911394020,65,0,0,0,0
2019-09-04 16:48:00,911394020,66,0,0,0,0
2019-09-04 16:49:44,911394020,67,0,0,0,1
2019-09-04 16:50:33,911389020,1,0,1,0,0
2019-09-04 16:51:33,911389020,2,0,0,0,0
2019-09-04 18:16:59,911391020,15,0,0,0,0
2019-09-04 18:17:19,911391020,16,0,0,0,0
2019-09-04 08:06:25,911369020,8,0,0,0,0
2019-09-04 08:07:29,911369020,9,0,5,5,2
2019-09-04 08:09:07,911369020,10,0,2,3,0
2019-09-04 09:20:13,911370020,36,0,0,0,0
2019-09-04 09:20:23,911370020,36,0,0,0,1
2019-09-04 09:20:38,911370020,36,0,0,0,0
2019-09-04 09:22:22,911370020,37,0,3,3,5
2019-09-04 09:24:14,911370020,37,0,1,0,0
2019-09-04 09:24:32,911370020,38,0,0,0,0
2019-09-04 09:24:58,911370020,39,0,3,1,1
2019-09-04 09:25:43,911370020,40,0,0,0,0
2019-09-04 10:01:16,911371020,2,0,0,0,0
2019-09-04 10:01:47,911371020,3,0,2,0,0
2019-09-04 10:04:27,911371020,4,0,0,0,0
2019-09-04 10:05:14,911371020,5,0,0,0,0
2019-09-04 09:10:03,911370020,23,0,0,0,0
2019-09-04 09:10:14,911370020,23,0,4,0,1
2019-09-04 09:41:39,911370020,55,0,0,0,0
2019-09-04 09:42:24,911370020,55,0,0,0,2
2019-09-04 09:43:05,911370020,56,0,0,0,0
2019-09-04 09:43:56,911370020,56,0,1,2,1
2019-09-04 09:45:27,911370020,57,0,0,0,0
2019-09-04 16:14:26,911394020,40,0,0,0,0
2019-09-04 12:32:31,911935020,26,0,0,0,0
2019-09-04 12:33:14,911935020,27,0,2,6,4
2019-09-04 13:52:33,911936020,44,0,0,0,0
2019-09-04 13:52:48,911936020,45,0,0,0,0
2019-09-04 13:53:08,911936020,46,0,0,1,0
2019-09-04 13:53:44,911936020,47,0,0,1,0
2019-09-04 13:55:02,911936020,48,0,1,0,0
2019-09-04 13:55:40,911936020,49,0,0,0,0
2019-09-04 13:55:54,911936020,50,0,0,0,0
2019-09-04 15:25:35,911938020,2,0,0,0,0
2019-09-04 15:27:33,911938020,3,0,2,0,0
2019-09-04 15:30:14,911938020,4,0,2,0,1
2019-09-04 15:31:45,911938020,5,0,11,0,0
2019-09-04 16:58:06,911939020,23,0,0,0,0
2019-09-04 16:58:16,911939020,23,0,3,2,1
2019-09-04 16:58:33,911939020,23,0,0,0,0
2019-09-04 16:59:45,911939020,24,0,1,1,0
2019-09-04 17:00:46,911939020,25,0,0,0,1
2019-09-04 08:32:23,911933020,46,0,4,0,0
2019-09-04 08:32:40,911933020,47,0,0,0,0
2019-09-04 08:33:00,911933020,48,0,0,0,0
2019-09-04 08:34:04,911933020,49,0,2,0,0
2019-09-04 10:04:52,911930020,63,0,0,0,2
2019-09-04 10:05:03,911931020,1,0,5,0,0
2019-09-04 10:05:13,911931020,2,0,0,0,0
2019-09-04 08:21:05,911933020,37,0,0,0,0
2019-09-04 08:21:15,911933020,37,1,1,1,0
2019-09-04 08:21:22,911933020,37,0,0,0,0
2019-09-04 08:21:50,911933020,37,0,3,1,0
2019-09-04 08:22:27,911933020,38,0,0,0,0
2019-09-04 08:23:01,911933020,39,0,1,1,0
2019-09-04 08:23:57,911933020,40,0,5,1,1
2019-09-04 09:42:25,911930020,49,0,0,0,2
2019-09-04 09:43:04,911930020,50,0,0,0,0
2019-09-04 09:44:19,911930020,50,0,2,0,2
2019-09-04 09:47:14,911930020,51,0,0,0,0
2019-09-04 09:47:33,911930020,52,0,0,0,0
2019-09-04 11:27:06,911934020,19,0,0,0,0
2019-09-04 11:27:28,911934020,20,0,2,2,1
2019-09-04 11:28:20,911934020,21,0,1,1,0
2019-09-04 11:29:00,911934020,22,0,0,0,0
2019-09-04 11:29:34,911934020,23,0,0,0,0
2019-09-04 12:49:09,911935020,44,0,0,0,0
2019-09-04 12:49:40,911935020,45,0,0,2,4
2019-09-04 12:50:30,911935020,46,0,2,2,1
2019-09-04 14:02:51,911936020,61,0,0,0,1
2019-09-04 14:17:45,911937020,1,0,3,0,0
2019-09-04 14:18:20,911937020,2,0,0,0,0
2019-09-04 14:18:40,911937020,3,0,1,0,0
2019-09-04 14:19:18,911937020,4,0,1,0,0
2019-09-04 14:19:47,911937020,5,0,0,0,0
2019-09-04 18:15:43,911940020,13,0,0,0,0
2019-09-04 18:36:12,911940020,39,0,0,3,0
2019-09-04 15:22:33,911589020,55,0,0,0,0
2019-09-04 15:23:35,911589020,56,0,2,1,1
2019-09-04 14:57:41,911589020,26,0,0,0,0
2019-09-04 14:58:26,911589020,27,0,4,1,2
2019-09-04 18:36:58,911940020,40,0,0,0,2
2019-09-04 18:49:27,911391020,52,0,2,2,0
2019-09-04 14:59:20,911589020,28,0,0,0,0
2019-09-04 16:34:30,911590020,44,0,0,0,0
2019-09-04 16:35:14,911590020,45,0,0,1,0
2019-09-04 16:36:14,911590020,46,0,0,2,0
2019-09-04 16:36:43,911590020,47,0,0,0,0
2019-09-04 16:37:05,911590020,48,0,0,0,1
2019-09-04 16:37:39,911590020,49,0,2,0,1
2019-09-04 16:38:34,911590020,50,0,0,0,0
2019-09-04 12:51:59,911935020,47,0,0,0,0
2019-09-04 12:52:25,911935020,48,0,0,0,0
2019-09-04 12:53:00,911935020,49,0,0,0,0
2019-09-04 12:53:31,911935020,50,0,4,0,1
2019-09-04 17:55:07,911939020,67,0,0,0,0
2019-09-04 17:56:14,911940020,1,0,0,0,0
2019-09-04 17:56:21,911940020,2,0,2,0,0
2019-09-04 18:50:27,911391020,53,0,1,0,1
2019-09-04 18:52:33,911391020,54,0,1,1,2
2019-09-04 20:09:48,911224020,58,0,1,0,5
2019-09-04 20:11:09,911224020,59,0,0,1,0
2019-09-04 20:11:41,911224020,60,0,0,0,0
2019-09-04 20:12:11,911224020,61,0,0,0,2
2019-09-04 20:12:56,911224020,62,0,0,3,5
2019-09-04 17:57:53,911940020,3,0,9,0,0
2019-09-04 18:00:32,911940020,4,0,3,0,0
2019-09-04 15:09:07,911589020,40,0,0,0,1
2019-09-04 15:09:57,911589020,41,0,0,0,0
2019-09-04 15:10:25,911589020,42,0,0,1,1
2019-09-04 16:11:52,911590020,22,0,2,0,0
2019-09-04 16:13:09,911590020,23,0,2,1,1
2019-09-04 16:14:07,911590020,24,0,0,0,0
2019-09-04 16:14:18,911590020,24,0,0,0,0
2019-09-04 16:14:25,911590020,24,0,0,0,0
2019-09-04 16:15:04,911590020,25,0,1,1,0
2019-09-04 16:15:46,911590020,26,0,4,0,0
2019-09-04 18:16:24,911940020,14,0,0,0,0
2019-09-04 18:46:36,911940020,52,0,0,0,1
2019-09-04 18:47:15,911940020,53,0,4,0,0
2019-09-04 18:48:00,911940020,54,0,0,0,0
2019-09-04 18:48:13,911940020,55,0,0,0,0
2019-09-04 15:11:10,911589020,43,0,0,0,3
2019-09-04 15:11:49,911589020,44,0,0,0,0
2019-09-04 15:12:39,911589020,45,0,0,0,0
